,match_id,player_slot,assists,deaths,denies,duration,tower_damage,gold_per_min,hero_damage,hero_id,last_hits,level,kills,xp_per_min,kda,hero_healing,abandons,win
1,6003378919,1,4,6,7,1515,309,333,9117,39,106,15,3,447,1,0,0,0
2,6003378919,2,5,3,7,1515,193,388,8526,72,135,15,4,462,2,0,0,0
3,6003378919,3,14,4,1,1515,262,350,11578,23,101,16,1,493,3,0,0,0
4,6003378919,4,10,5,3,1515,38,327,10764,5,56,15,5,467,2,0,0,0
5,6003378919,128,4,2,18,1515,4661,598,18563,74,125,20,12,734,5,0,0,1
6,6003378919,129,6,6,12,1515,7634,520,10641,8,151,17,7,563,1,3567,0,1
7,6003378919,130,12,7,3,1515,3326,315,6654,27,45,12,2,335,1,0,0,1
8,6003378919,131,6,6,1,1515,4686,505,8401,53,154,15,4,446,1,96,0,1
9,6003378919,132,9,2,22,1515,3232,514,10469,6,180,20,0,758,3,0,0,1
0,6003378807,0,8,13,0,1889,198,253,11212,14,51,14,1,329,0,0,0,0
1,6003378807,1,5,8,7,1889,227,331,22837,106,89,16,6,421,1,0,0,0
2,6003378807,2,9,15,4,1889,322,329,17216,53,134,14,2,322,0,0,0,0
3,6003378807,3,12,14,2,1889,105,241,11426,20,27,16,3,415,1,0,0,0
4,6003378807,4,3,4,13,1889,2120,502,22621,42,233,20,6,621,1,0,0,0
5,6003378807,128,23,2,3,1889,1428,476,22943,123,140,21,14,650,12,0,0,1
6,6003378807,129,11,1,20,1889,4280,573,21724,32,222,22,14,748,12,0,0,1
7,6003378807,130,16,6,15,1889,5836,490,23432,74,163,21,7,677,3,0,0,1
8,6003378807,131,22,4,12,1889,14228,587,24029,81,189,23,10,752,6,0,0,1
9,6003378807,132,31,6,4,1889,716,328,11944,111,25,17,7,469,5,15373,0,1
0,6003378618,0,15,5,2,1884,547,295,7938,26,26,15,3,385,3,0,0,1
1,6003378618,1,12,0,20,1884,17328,786,19244,48,389,25,7,918,19,0,0,1
2,6003378618,2,3,6,0,1884,274,329,7843,105,86,15,2,359,0,0,0,1
3,6003378618,3,9,0,23,1884,3710,620,39185,70,168,22,21,730,30,0,0,1
4,6003378618,4,19,4,2,1884,1291,386,16183,135,79,19,7,567,5,2056,0,1
5,6003378618,128,1,7,0,1884,0,197,4175,62,22,11,2,234,0,0,0,0
6,6003378618,129,6,8,2,1884,0,172,8422,112,15,11,1,207,0,10679,0,0
7,6003378618,130,1,9,6,1884,859,413,17060,104,138,19,7,546,0,160,0,0
8,6003378618,131,3,13,5,1884,0,248,13355,84,86,13,2,299,0,0,0,0
9,6003378618,132,4,3,12,1884,0,285,9208,44,114,13,2,290,1,0,0,0
0,6003378511,0,4,10,11,1514,513,295,12262,129,85,11,1,259,0,0,0,0
1,6003378511,1,1,10,2,1514,245,183,8533,27,14,9,2,216,0,400,0,0
2,6003378511,2,1,9,10,1514,0,344,11968,11,112,14,2,396,0,0,0,0
3,6003378511,3,2,7,1,1514,0,293,6099,94,108,12,0,314,0,0,0,0
4,6003378511,4,2,10,11,1514,435,205,12075,33,20,11,2,286,0,256,0,0
5,6003378511,128,17,0,9,1514,2251,540,10030,36,178,19,9,682,26,3908,0,1
6,6003378511,129,17,1,11,1514,7549,542,10434,108,192,18,4,612,10,2467,0,1
7,6003378511,130,20,3,2,1514,1165,338,11153,111,14,15,9,481,7,9251,0,1
8,6003378511,131,18,2,17,1514,4116,505,24106,32,102,17,15,557,11,0,0,1
9,6003378511,132,20,2,4,1514,905,342,19049,14,32,16,9,531,9,0,0,1
0,6003378306,0,12,1,5,1433,1586,443,8911,29,132,17,2,578,7,0,0,1
1,6003378306,1,8,0,22,1433,5185,650,28487,46,168,21,16,861,24,0,0,1
2,6003378306,2,4,6,1,1433,392,251,2823,27,24,10,1,268,0,0,0,1
3,6003378306,3,10,2,4,1433,7376,654,22000,42,186,19,15,692,8,0,0,1
4,6003378306,4,23,10,1,1433,1491,249,3707,91,7,13,1,359,2,4716,0,1
5,6003378306,128,3,8,17,1433,84,373,12877,81,73,13,11,406,1,0,0,0
6,6003378306,129,5,13,0,1433,0,270,14372,105,51,11,4,304,0,0,0,0
7,6003378306,130,7,11,1,1433,0,187,8267,14,12,10,1,268,0,0,0,0
8,6003378306,131,2,3,9,1433,0,368,5507,94,169,16,0,532,0,0,1,0
9,6003378306,132,3,1,11,1433,94,369,2974,93,149,15,2,473,2,0,0,0
0,6003378301,0,12,6,2,1844,0,347,27312,16,103,18,6,494,2,0,0,0
1,6003378301,1,11,7,3,1844,304,307,12397,104,81,17,7,473,2,4407,0,0
2,6003378301,2,14,14,0,1844,0,219,8731,20,12,13,2,285,1,0,0,0
3,6003378301,3,7,5,13,1844,1219,422,17739,39,156,18,5,512,2,115,0,0
4,6003378301,4,6,4,15,1844,448,530,30427,8,238,21,9,655,3,3280,0,0
5,6003378301,128,17,8,4,1844,622,455,14643,135,129,19,5,573,2,9282,0,1
6,6003378301,129,14,9,4,1844,776,323,5950,50,32,16,1,432,1,7735,0,1
7,6003378301,130,22,6,9,1844,3483,476,17514,96,148,19,2,561,3,0,0,1
8,6003378301,131,12,3,9,1844,14486,665,35792,6,253,25,12,952,6,0,0,1
9,6003378301,132,8,3,11,1844,13545,706,34857,46,240,24,15,905,5,115,0,1
0,6003378212,0,15,5,9,1620,2742,545,19023,2,121,18,12,591,4,0,0,1
1,6003378212,1,17,4,6,1620,7096,491,13651,74,106,17,7,545,4,0,0,1
2,6003378212,2,16,5,3,1620,1565,345,14719,100,20,16,8,458,4,0,0,1
3,6003378212,3,10,0,13,1620,16797,565,18377,54,177,19,5,634,15,0,0,1
4,6003378212,4,19,3,5,1620,1150,384,10860,29,50,17,2,522,5,1508,0,1
5,6003378212,128,8,12,5,1620,0,304,16355,107,68,15,3,421,0,0,0,0
6,6003378212,129,3,3,4,1620,0,383,12529,126,153,16,3,475,1,0,0,0
7,6003378212,130,5,10,5,1620,0,368,16728,104,82,15,7,431,1,540,0,0
8,6003378212,131,5,3,1,1620,0,179,9561,88,15,10,1,220,1,312,0,0
9,6003378212,132,2,6,7,1620,0,391,3774,1,190,16,0,464,0,0,0,0
0,6003378107,0,22,11,2,1498,4894,416,15511,27,36,17,12,578,2,0,0,1
1,6003378107,1,9,3,6,1498,2989,677,29756,63,173,22,22,877,7,0,0,1
2,6003378107,2,17,3,6,1498,3811,509,14587,2,137,20,10,724,6,0,0,1
3,6003378107,3,21,3,5,1498,4431,436,15908,47,94,19,6,660,6,0,0,1
4,6003378107,4,12,4,5,1498,434,326,7127,7,59,15,2,458,2,345,0,1
5,6003378107,128,6,10,3,1498,0,318,7631,26,35,16,5,497,1,0,0,0
6,6003378107,129,7,8,0,1498,0,303,11585,4,66,13,5,350,1,0,0,0
7,6003378107,130,6,10,3,1498,40,259,10089,6,51,13,2,371,0,0,0,0
8,6003378107,131,7,14,0,1498,0,308,9392,8,67,13,5,347,0,589,0,0
9,6003378107,132,7,11,1,1498,0,299,12539,100,40,15,6,443,1,0,0,0
0,6003378102,0,3,1,7,1405,6433,642,16070,23,191,19,10,711,6,0,0,1
1,6003378102,1,4,3,20,1405,9053,487,8669,8,166,14,1,450,1,3385,0,1
2,6003378102,2,6,3,2,1405,2304,395,8906,2,100,12,2,364,2,0,0,1
3,6003378102,3,8,0,7,1405,2472,330,13363,35,51,12,3,347,11,0,0,1
4,6003378102,4,8,1,1,1405,4585,320,7244,21,23,12,3,360,5,0,0,1
5,6003378102,128,4,6,0,1405,0,215,3705,7,33,10,1,238,0,0,0,0
6,6003378102,129,1,3,1,1405,0,207,5216,32,47,12,3,336,1,400,0,0
7,6003378102,130,6,3,3,1405,0,250,6271,104,66,10,0,255,1,875,0,0
8,6003378102,131,5,2,6,1405,0,295,6856,94,76,11,0,317,1,0,0,0
9,6003378102,132,1,5,5,1405,0,241,7788,75,54,11,1,281,0,0,0,0
0,6003377901,0,10,2,2,995,581,278,8437,48,12,10,5,363,5,0,0,1
1,6003377901,1,4,1,13,995,743,400,4826,42,93,9,3,331,3,0,0,1
2,6003377901,2,8,1,1,995,770,230,3755,26,17,10,1,376,4,0,0,1
3,6003377901,3,7,1,10,995,1012,520,14608,13,92,14,9,659,8,0,0,1
4,6003377901,4,5,2,2,995,1090,523,4493,55,122,13,7,530,4,0,0,1
5,6003377901,128,1,5,7,995,184,280,8408,72,45,10,4,351,0,0,1,0
6,6003377901,129,2,6,1,995,0,158,1976,84,13,7,0,211,0,0,0,0
7,6003377901,130,0,3,2,995,301,473,5153,108,74,8,1,273,0,0,0,0
8,6003377901,131,0,6,9,995,346,304,8002,86,74,11,2,392,0,0,0,0
9,6003377901,132,1,5,16,995,0,199,4315,33,16,6,0,178,0,0,0,0
0,6003377615,0,5,11,14,1729,45,341,14143,11,102,18,2,559,0,0,0,0
1,6003377615,1,3,9,16,1729,83,326,7600,129,89,13,6,339,0,0,0,0
2,6003377615,2,8,9,2,1729,0,354,16981,84,31,16,5,430,1,0,0,0
3,6003377615,3,5,9,6,1729,0,427,14811,95,127,19,6,581,1,0,0,0
4,6003377615,4,7,8,2,1729,0,266,7501,26,27,17,3,488,1,0,0,0
5,6003377615,128,14,9,0,1729,659,251,6131,20,17,15,1,396,1,0,0,1
6,6003377615,129,11,2,2,1729,15066,558,7498,109,234,22,2,768,4,0,0,1
7,6003377615,130,19,6,8,1729,4270,464,15273,96,121,19,7,625,3,0,0,1
8,6003377615,131,14,11,0,1729,1846,398,22545,105,42,19,12,581,2,400,0,1
9,6003377615,132,9,2,14,1729,0,718,55789,34,191,26,24,1046,11,0,0,1
0,6003377608,0,16,4,7,1969,5687,362,7063,57,97,21,1,599,3,4147,0,1
1,6003377608,1,8,7,3,1969,422,313,6237,74,41,16,0,387,1,0,0,1
2,6003377608,2,8,2,8,1969,7545,974,21802,73,353,25,9,934,5,0,0,1
3,6003377608,3,15,1,10,1969,13544,798,40613,28,219,26,24,928,19,0,0,1
4,6003377608,4,14,3,13,1969,1348,405,16258,26,69,21,7,651,5,0,0,1
5,6003377608,128,5,9,11,1969,340,387,22145,106,169,19,2,505,0,0,0,0
6,6003377608,129,3,11,1,1969,57,245,10667,45,69,15,1,374,0,0,0,0
7,6003377608,130,4,5,15,1969,0,475,10849,1,207,19,6,510,1,368,0,0
8,6003377608,131,8,7,7,1969,43,240,18504,30,37,16,3,408,1,97,0,0
9,6003377608,132,4,10,1,1969,0,379,15206,69,115,15,1,350,0,0,0,0
0,6003377606,0,1,11,16,1821,382,452,16428,8,203,19,4,549,0,153,0,0
1,6003377606,1,2,9,0,1821,24,182,4137,20,16,12,1,259,0,0,0,0
2,6003377606,2,3,8,5,1821,1052,459,20011,77,201,18,4,500,0,241,0,0
3,6003377606,3,9,6,0,1821,0,211,10762,83,14,15,0,403,1,1888,0,0
4,6003377606,4,4,3,5,1821,92,464,11838,41,191,20,5,602,2,0,0,0
5,6003377606,128,8,2,16,1821,8547,557,19122,81,213,21,6,686,4,0,0,1
6,6003377606,129,18,2,2,1821,669,277,11180,87,27,18,4,530,7,640,0,1
7,6003377606,130,6,2,13,1821,9744,741,30666,18,326,24,14,876,6,0,0,1
8,6003377606,131,12,4,1,1821,1364,324,18994,79,34,17,8,461,4,389,0,1
9,6003377606,132,17,6,4,1821,967,318,14589,74,47,16,4,442,3,240,0,1
0,6003377506,0,16,6,0,1860,7633,397,16043,83,84,20,8,625,3,2979,0,1
1,6003377506,1,10,4,11,1860,3341,617,28824,11,201,24,20,882,6,115,0,1
2,6003377506,2,22,9,0,1860,334,332,16722,5,37,18,3,491,2,0,0,1
3,6003377506,3,13,2,18,1860,5068,660,23327,8,266,26,14,950,9,12901,0,1
4,6003377506,4,23,8,21,1860,8581,524,29206,104,124,23,13,776,4,778,0,1
5,6003377506,128,11,14,9,1860,0,409,30609,99,94,19,9,565,1,0,0,0
6,6003377506,129,7,8,4,1860,0,372,37747,22,89,20,7,608,1,0,0,0
7,6003377506,130,12,13,1,1860,0,321,18300,86,42,16,6,430,1,9,0,0
8,6003377506,131,11,12,0,1860,10,215,16645,40,25,14,0,331,0,192,0,0
9,6003377506,132,6,13,9,1860,235,340,17892,95,96,16,6,397,0,0,0,0
0,6003377416,0,3,5,2,1276,253,284,6399,128,54,11,1,324,0,0,0,0
1,6003377416,1,2,6,6,1276,250,389,7064,101,39,11,6,322,1,0,0,0
2,6003377416,2,2,3,0,1276,206,580,8481,62,45,10,5,280,1,0,0,0
3,6003377416,3,1,4,7,1276,0,213,3938,106,33,9,1,233,0,0,1,0
4,6003377416,4,3,3,1,1276,0,351,10505,47,64,13,4,410,1,0,0,0
5,6003377416,128,1,3,15,1276,1668,598,15067,15,114,19,12,840,3,0,0,1
6,6003377416,129,1,4,0,1276,0,227,3112,44,28,9,2,229,0,0,0,1
7,6003377416,130,3,5,2,1276,0,266,7588,21,33,11,2,339,0,0,0,1
8,6003377416,131,5,3,4,1276,929,393,5915,81,78,14,4,498,2,0,0,1
9,6003377416,132,2,2,2,1276,0,233,3161,8,69,8,1,207,1,335,0,1
0,6003377317,0,2,1,3,848,0,258,4834,94,47,7,0,261,1,0,0,0
1,6003377317,1,0,7,0,848,0,731,6107,31,8,6,3,186,0,0,0,0
2,6003377317,2,1,6,2,848,0,285,3025,129,32,6,0,206,0,0,0,0
3,6003377317,3,0,1,4,848,0,245,4499,11,49,9,0,327,0,0,1,0
4,6003377317,4,2,5,3,848,0,360,2631,27,2,5,0,141,0,788,0,0
5,6003377317,128,3,0,0,848,843,337,7395,105,32,8,4,286,7,0,0,1
6,6003377317,129,7,0,15,848,6023,503,5853,48,87,11,3,470,10,0,0,1
7,6003377317,130,2,0,18,848,3181,437,5539,74,68,11,2,470,4,0,0,1
8,6003377317,131,3,1,9,848,1734,484,3936,104,69,9,5,390,4,360,0,1
9,6003377317,132,10,2,1,848,806,297,6184,57,6,8,6,302,5,3120,0,1
0,6003377316,0,6,5,1,1789,0,283,4674,97,90,15,1,410,1,0,0,0
1,6003377316,1,12,5,8,1789,0,208,9692,107,27,12,2,270,2,252,0,0
2,6003377316,2,6,9,3,1789,1063,389,6016,93,159,17,1,496,0,0,0,0
3,6003377316,3,7,10,3,1789,0,219,8283,26,36,13,4,309,1,0,0,0
4,6003377316,4,4,7,0,1789,56,415,32391,22,122,18,9,519,1,0,0,0
5,6003377316,128,6,4,24,1789,6721,731,24818,8,302,25,13,966,3,640,0,1
6,6003377316,129,18,5,0,1789,1745,290,10764,68,16,17,3,478,3,0,0,1
7,6003377316,130,8,5,1,1789,489,268,2731,112,25,13,0,292,1,10351,0,1
8,6003377316,131,7,3,24,1789,6639,619,25499,47,209,21,14,694,5,0,0,1
9,6003377316,132,16,2,22,1789,5615,456,14547,129,127,21,6,664,7,0,0,1
0,6003377314,0,5,3,9,1820,151,327,11297,74,130,16,1,428,1,0,0,0
1,6003377314,1,1,7,6,1820,761,251,8394,27,45,13,4,286,0,0,0,0
2,6003377314,2,4,4,0,1820,0,226,9451,64,39,13,1,316,1,0,0,0
3,6003377314,3,4,4,11,1820,1326,353,10333,96,174,15,1,404,1,0,0,0
4,6003377314,4,1,3,6,1820,916,397,3419,42,171,16,1,420,0,0,0,0
5,6003377314,128,8,2,8,1820,6881,476,15629,17,181,18,9,506,5,0,0,1
6,6003377314,129,11,1,9,1820,2206,364,16328,123,67,17,7,469,9,0,0,1
7,6003377314,130,15,2,22,1820,8463,554,20347,108,231,19,2,584,5,5610,0,1
8,6003377314,131,10,3,12,1820,14417,598,17812,6,259,19,3,544,3,0,0,1
9,6003377314,132,13,1,1,1820,152,257,4299,102,25,12,0,282,6,7537,0,1
0,6003377303,0,11,8,3,1869,202,262,8571,37,47,15,2,359,1,3397,0,0
1,6003377303,1,7,11,3,1869,0,331,13843,5,42,19,9,568,1,0,0,0
2,6003377303,2,7,7,5,1869,331,359,12493,129,127,17,4,471,1,400,0,0
3,6003377303,3,4,7,12,1869,354,363,15359,10,121,18,7,519,1,0,0,0
4,6003377303,4,10,13,3,1869,226,275,5874,41,78,15,2,356,0,0,0,0
5,6003377303,128,12,5,1,1869,3692,535,27518,2,180,23,14,759,4,0,0,1
6,6003377303,129,8,4,1,1869,9734,614,12620,12,327,23,6,806,2,0,0,1
7,6003377303,130,15,6,2,1869,632,302,14391,68,24,15,6,386,3,498,0,1
8,6003377303,131,18,9,3,1869,332,356,24119,119,38,19,12,551,3,400,0,1
9,6003377303,132,11,0,9,1869,27,540,31500,34,223,22,7,753,18,0,0,1
0,6003377217,0,8,5,24,1984,327,406,17056,19,134,17,6,444,2,0,0,0
1,6003377217,1,10,8,20,1984,0,244,18173,75,46,14,4,323,1,0,0,0
2,6003377217,2,9,7,13,1984,0,337,13116,6,143,16,0,392,1,0,0,0
3,6003377217,3,11,7,9,1984,32,222,16891,51,31,15,1,353,1,0,0,0
4,6003377217,4,5,5,12,1984,96,429,21088,39,140,19,10,519,2,0,0,0
5,6003377217,128,7,5,5,1984,4528,417,11864,21,87,19,9,534,2,0,0,1
6,6003377217,129,9,6,15,1984,4153,456,18333,104,149,19,7,512,2,1179,0,1
7,6003377217,130,6,6,7,1984,9096,590,10914,95,303,22,5,672,1,0,0,1
